StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_4_TEXT,Q19,Q20,Q21,Q22,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_6_TEXT,Q31,Q32,Q32_4_TEXT,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39_7_TEXT,Q40,Q40_8_TEXT,Q41,Q41_4_TEXT,ResponseType
12/23/21 18:19,12/23/21 18:29,100,548,TRUE,12/23/21 18:29,R_3oFJIGifpBwOhUd,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,Environmental ,,,,,"Heard of it, but don't know details",8,7,6,1,3,2,4,5,Positive,Very Positive,Yes,1-5 days,Unsure,No,,,Yes,4-Jan,No,No preference,Don't know,Don't know,Don't know,Don't know,Neutral,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Neutral,Don't know,Don't know,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Don't know,Don't know,Agree,Neutral,Agree,5,6,1,2,3,4,1,2,4,3,5,6,,1978,Woman,,White/Caucasian,Bachelor's degree,< $25K,1,93036,Indpendent,other,Unemployed,None,,,,1
12/23/21 18:32,12/23/21 18:40,100,468,TRUE,12/23/21 18:40,R_3inhqWlA1FATou4,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat supportive,Food,,,,,,,Basic understanding,1,5,6,2,7,4,8,3,Very Positive,Very Positive,Yes,15+ days,Yes,Yes,Shellfish,,Yes,12-Aug,Yes,No preference,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,2,3,5,6,4,1,1,2,4,6,5,3,,1964,Man,,White/Caucasian,High School or equivalent GED,$75K - $100K,2,93041,Republican,service industry,,Customer,,,,1
12/23/21 19:13,12/23/21 19:20,100,431,TRUE,12/23/21 19:20,R_3HIhDBfTmLyk17r,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,,,,,,Basic understanding,3,4,1,2,8,7,5,6,Positive,Very Positive,Yes,5-10 days,Yes,Yes,"Fish,Shellfish",,Yes,8-Apr,Yes,Wild caught,Neutral,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,5,2,4,1,3,6,1,5,2,4,3,6,,1999,Woman,,Prefer not to state,Master's degree,Prefer not to state,3,93035,Something else,"education,healthcare",,Customer,,,,1
12/23/21 19:13,12/23/21 19:22,100,550,TRUE,12/23/21 19:22,R_25ybLmyOKVBgT2q,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,Sustainable ,,,Basic understanding,,,,,,,,,Negative,Positive,Yes,5-10 days,Unsure,Unsure,,,Yes,4-Jan,No,Wild caught,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Disagree,Don't know,Agree,Don't know,,Don't know,Don't know,Don't know,Don't know,Don't know,Neutral,Don't know,Neutral,Agree,Strongly Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Strongly Agree,Neutral,Don't know,4,5,1,6,2,3,2,5,3,4,1,6,,1993,Woman,,Hispanic or Latinx,Some college coursework completed,$100K - $125K,2,93001,Democrat,other,Retail,Customer,,,,2
12/23/21 19:29,12/23/21 19:35,100,394,TRUE,12/23/21 19:35,R_27IOemIrJVWfifG,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,Green ,,,Basic understanding,5,2,7,3,1,6,8,4,Positive,Very Positive,Yes,10-15 days,Yes,Yes,Shellfish,,Yes,8-Apr,Yes,Wild caught,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Don't know,Disagree,Disagree,Agree,Agree,Don't know,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,3,4,1,5,6,2,2,4,5,1,3,6,,1958,Woman,,White/Caucasian,Master's degree,$50K - $75K,1,93101,Democrat,non-profit,,None,,,,1
12/23/21 19:35,12/23/21 19:40,100,326,TRUE,12/23/21 19:40,R_3htGkIpqzh132Rk,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Neither opposed nor in support,None,,,,,,,"Heard of it, but don't know details",2,7,5,1,6,4,3,8,Unsure/Not familiar,Neutral,Yes,10-15 days,No,No,,,Yes,4-Jan,Yes,Wild caught,Don't know,Don't know,Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Don't know,Neutral,Don't know,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Don't know,Agree,Strongly Agree,Neutral,Neutral,Neutral,Don't know,Don't know,Agree,Agree,Neutral,4,5,1,6,2,3,1,3,2,4,5,6,,1968,Woman,,White/Caucasian,Bachelor's degree,$50K - $75K,5,91360,Democrat,non-profit,,None,,,,1
12/23/21 20:05,12/23/21 20:12,100,423,TRUE,12/23/21 20:12,R_2v6S5Tu4X65W5BN,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,Food ,,,,,Basic understanding,8,6,7,3,1,5,4,2,Neutral,Positive,Yes,1-5 days,Yes,Yes,Seaweed,,Yes,8-Apr,Yes,Wild caught,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,,,,,,,1,2,5,3,4,6,,1964,Woman,,Asian American or Asian,Some college coursework completed,$75K - $100K,4,93010,Republican,other,Legal,Employee,,,,2
12/23/21 20:36,12/23/21 20:57,100,1230,TRUE,12/23/21 20:57,R_1mQSXuJ23zK0gOU,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,HUH,Never heard of it,3,1,2,5,4,6,7,8,Positive,Positive,No,,No,No,,,No,,,,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Don't know,Neutral,Strongly Disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Strongly Disagree,Strongly Disagree,Strongly Disagree,4,5,2,1,3,6,2,1,3,4,5,6,,1954,Man,,Prefer not to state,Associate degree,$25K - $50K,2,93036,Something else,government,,None,,,,1
12/23/21 20:42,12/23/21 20:47,100,287,TRUE,12/23/21 20:47,R_2B2s82xJzrORWEd,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Strongly supportive,Kelp,,,,,Very familiar,,,,,,,,,Very Positive,Very Positive,Yes,5-10 days,Yes,Yes,"Fish,Shellfish,Seaweed",,Yes,4-Jan,Yes,Farmed,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,1990,Man,,White/Caucasian,Bachelor's degree,$50K - $75K,2,93065,Republican,education,,Customer,,,,2
12/23/21 21:07,12/23/21 21:13,100,337,TRUE,12/23/21 21:13,R_3Dd7q15hOSZ5ByR,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Strongly supportive,Renewal,,,"Heard of it, but don't know details",5,2,7,3,8,4,1,6,Positive,Positive,Yes,5-10 days,No,No,,,Yes,4-Jan,No,Wild caught,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Disagree,Don't know,Don't know,Don't know,Strongly Agree,Strongly Agree,Don't know,Don't know,Disagree,Neutral,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,4,5,1,3,6,2,1,4,5,2,3,6,,1981,Man,,White/Caucasian,Bachelor's degree,< $25K,2,93023,Democrat,service industry,,None,,,,1
12/23/21 21:20,12/23/21 21:31,100,650,TRUE,12/23/21 21:31,R_3QSEwR7wUJejL1W,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat supportive,helpful,,,,,,,Basic understanding,8,4,7,3,1,6,2,5,Very Positive,Very Positive,Yes,1-5 days,Yes,No,"Fish,Shellfish",,Yes,12-Aug,Yes,Wild caught,Neutral,Neutral,Don't know,Don't know,Neutral,Don't know,Don't know,Don't know,Neutral,Agree,Agree,Agree,Agree,Agree,Don't know,Disagree,Neutral,Neutral,Neutral,Don't know,Don't know,Strongly Agree,Don't know,Don't know,Neutral,Neutral,Don't know,Don't know,Neutral,Neutral,4,5,1,2,6,3,1,3,4,2,5,6,,1958,Woman,,White/Caucasian,Bachelor's degree,$100K - $125K,2,93010,Indpendent,non-profit,,Customer,,,,1
12/23/21 22:01,12/23/21 22:06,100,322,TRUE,12/23/21 22:06,R_25swWguxRFXUbi6,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,,,,,,"Heard of it, but don't know details",2,6,1,7,8,5,4,3,Neutral,Neutral,Yes,1-5 days,Yes,Yes,"Fish,Shellfish,Seaweed",,Yes,4-Jan,Yes,Wild caught,Neutral,Neutral,Neutral,Disagree,,Strongly Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,6,5,2,1,3,4,5,2,3,4,1,6,,1999,Man,,Asian American or Asian,Associate degree,< $25K,6,93033,Indpendent,service industry,,Researcher,,,,1
12/23/21 22:26,12/23/21 22:48,100,1317,TRUE,12/23/21 22:48,R_3CC8SuKlSIbRA3Y,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,Kelp,,,Basic understanding,3,4,1,7,6,2,5,8,Very Positive,Very Positive,Yes,1-5 days,Unsure,No,,,Yes,8-Apr,No,No preference,Disagree,Agree,Neutral,Don't know,Agree,Don't know,Don't know,Don't know,Disagree,Agree,Agree,Agree,Don't know,Agree,Disagree,Disagree,Don't know,Don't know,Agree,Agree,Agree,Strongly Agree,Don't know,Don't know,Disagree,Don't know,Agree,Agree,Agree,Agree,5,6,1,2,3,4,1,4,2,3,5,6,,1961,Woman,,White/Caucasian,High School or equivalent GED,$25K - $50K,3,93003,Indpendent,other,Disabled ,None,,,,1
12/23/21 22:39,12/23/21 22:51,100,704,TRUE,12/23/21 22:51,R_1ffSk4pWEoVYDAa,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,Ocean,,,Basic understanding,3,7,4,2,6,5,1,8,Positive,Positive,Yes,1-5 days,Yes,No,"Shellfish,Seaweed",,Yes,8-Apr,Yes,Wild caught,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,6,4,1,2,3,5,2,5,4,1,3,6,,1974,Man,,Hispanic or Latinx,Some college coursework completed,$75K - $100K,5,93454,Democrat,other,Construction,"Employee,Other",Relatives are employed there,,,1
12/23/21 23:19,12/23/21 23:34,100,886,TRUE,12/23/21 23:34,R_277ilmu9gDs03AQ,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Somewhat supportive,Habitat,"Heard of it, but don't know details",5,1,2,8,3,4,6,7,Positive,Positive,Yes,1-5 days,Yes,Unsure,"Shellfish,Seaweed",,Yes,4-Jan,Yes,Wild caught,Strongly Disagree,Don't know,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree,Don't know,Neutral,Don't know,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Don't know,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,3,2,5,4,6,1,3,2,4,1,5,6,,1949,Man,,White/Caucasian,Some college coursework completed,> $150K,2,93030,Republican,other,Retired,Other,Family member of worker,,,1
12/24/21 0:01,12/24/21 0:05,100,240,TRUE,12/24/21 0:05,R_12FHekOF8ZJF7wZ,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,,,,,,Basic understanding,2,8,1,7,5,4,6,3,Neutral,Negative,Yes,1-5 days,No,No,,,Yes,4-Jan,No,Farmed,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Don't know,Neutral,Strongly Disagree,Agree,Don't know,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,4,5,3,1,2,6,1,2,3,5,4,6,,1989,Woman,,White/Caucasian,Bachelor's degree,$75K - $100K,6,93023,Republican,education,,Employee,,,,0
12/24/21 1:03,12/24/21 1:09,100,384,TRUE,12/24/21 1:09,R_1opzMxv32rVSxTa,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Neither opposed nor in support,Nothing ,,,,,,,Basic understanding,5,3,6,4,8,2,1,7,Neutral,Neutral,Yes,1-5 days,Yes,Yes,Fish,,Yes,8-Apr,Yes,No preference,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,6,1,4,5,2,1,2,4,3,5,6,,1991,Woman,,"American Indian,Hispanic or Latinx",Bachelor's degree,$125K - $150K,5,93003,Indpendent,healthcare,,Employee,,,,1
12/24/21 1:13,12/24/21 1:18,100,338,TRUE,12/24/21 1:18,R_123bVeW9mbsK2qk,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat opposed,Beautiful ,,,Never heard of it,8,6,4,3,1,7,2,5,Neutral,Unsure/Not familiar,Yes,1-5 days,No,No,,,Yes,12-Aug,No,No preference,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Neutral,Disagree,Don't know,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Don't know,Neutral,5,4,1,6,2,3,4,5,3,2,1,6,,2001,Man,,Hispanic or Latinx,High School or equivalent GED,$75K - $100K,4,93033,Democrat,service industry,,Employee,,,,1
12/24/21 1:20,12/24/21 1:26,100,330,TRUE,12/24/21 1:26,R_3pnx4FWM6ezfEhq,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,seaweed,,,,,"Heard of it, but don't know details",8,2,5,7,3,4,1,6,Neutral,Positive,Yes,1-5 days,No,No,,,No,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Disagree,Neutral,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Neutral,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Disagree,3,4,1,5,6,2,1,3,4,2,5,6,,1952,Woman,,White/Caucasian,Bachelor's degree,> $150K,2,93117,Republican,other,retired,None,,,,1
12/24/21 2:17,12/24/21 2:24,100,409,TRUE,12/24/21 2:24,R_1pPWbZy8q4cBMZW,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Strongly supportive,Harvest,,,,,,,Basic understanding,8,3,2,7,4,1,6,5,Positive,Very Positive,Yes,1-5 days,No,No,,,Yes,8-Apr,Yes,Farmed,Disagree,Don't know,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Don't know,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,5,3,1,4,6,2,4,3,5,2,1,6,,1990,Woman,,White/Caucasian,Some college coursework completed,< $25K,5,93109,Democrat,education,,Customer,,,,1
12/24/21 3:16,12/24/21 3:26,100,598,TRUE,12/24/21 3:26,R_30uud1YzukQ7jlI,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,Ocean ,Never heard of it,6,7,2,4,3,1,8,5,Unsure/Not familiar,Unsure/Not familiar,No,,No,Unsure,,,No,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,6,2,3,4,5,1,1,5,4,2,3,6,,2002,Woman,,Hispanic or Latinx,High School or equivalent GED,< $25K,3,93033,Democrat,service industry,,Employee,,,,1
12/24/21 3:16,12/24/21 3:36,100,1202,TRUE,12/24/21 3:36,R_2v3b7LZwKWBYMso,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,health,,,,,"Heard of it, but don't know details",1,6,5,4,8,3,2,7,Very Positive,Very Positive,Yes,1-5 days,Unsure,Unsure,,,Yes,8-Apr,Yes,Wild caught,Strongly Disagree,Neutral,Neutral,Don't know,Neutral,Strongly Agree,Don't know,Don't know,Don't know,Agree,Agree,,,,,,Agree,Don't know,Don't know,Agree,Strongly Agree,Strongly Agree,Don't know,Don't know,Strongly Agree,Neutral,Don't know,Strongly Agree,Neutral,Neutral,6,5,2,4,3,1,3,4,5,1,2,6,,1983,Woman,,Hispanic or Latinx,High School or equivalent GED,< $25K,2,93030,Republican,non-profit,,None,,,,1
12/24/21 3:48,12/24/21 5:06,100,4620,TRUE,12/24/21 5:06,R_czOvgBP3cHpJgkh,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat supportive,goodl,,,,,,,Very familiar,7,2,8,3,4,1,5,6,Very Positive,Very Positive,Yes,1-5 days,Yes,Yes,Seaweed,,Yes,8-Apr,Yes,No preference,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,5,6,1,2,3,4,1,3,4,5,2,6,,1988,Man,,White/Caucasian,Bachelor's degree,$125K - $150K,4,93004,Democrat,government,,Government/Regulator,,,,1
12/24/21 4:09,12/24/21 4:19,100,630,TRUE,12/24/21 4:19,R_1OBnu4tkSoFPWM5,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat opposed,Money,,,,,"Heard of it, but don't know details",3,4,5,1,7,6,2,8,Neutral,Positive,Yes,15+ days,No,No,,,Yes,12-Aug,Yes,Wild caught,Agree,Disagree,Strongly Agree,Don't know,Strongly Disagree,Don't know,Don't know,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Don't know,Strongly Agree,Don't know,Don't know,Strongly Disagree,Neutral,Strongly Agree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,1,6,3,4,5,2,2,6,3,4,1,5,,1996,Woman,,White/Caucasian,Bachelor's degree,< $25K,5,93003,Something else,education,,None,,,,1
12/24/21 4:21,12/24/21 4:25,100,213,TRUE,12/24/21 4:25,R_2DMFJtYqPRDNS3O,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Strongly supportive,Resource,Very familiar,1,3,7,2,4,6,8,5,Very Positive,Very Positive,Yes,15+ days,Yes,Yes,"Fish,Shellfish,Seaweed",,Yes,12+,Yes,No preference,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,4,5,1,3,2,6,3,5,4,2,1,6,,1994,Woman,,Hispanic or Latinx,PhD,> $150K,1,93109,Republican,service industry,,Customer,,,,0
12/24/21 4:37,12/24/21 4:42,100,296,TRUE,12/24/21 4:42,R_1ez6tXOUEvCQ9N2,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Strongly supportive,Ocean,,,Basic understanding,6,8,7,1,4,3,2,5,Neutral,Very Positive,Yes,1-5 days,Unsure,Yes,"Fish,Seaweed",,Yes,4-Jan,No,No preference,Don't know,Don't know,Agree,Strongly Agree,Don't know,Agree,Disagree,Agree,Agree,Agree,Agree,Don't know,Agree,Agree,Don't know,Agree,Neutral,Agree,Don't know,Agree,Strongly Agree,Don't know,Agree,Strongly Agree,Don't know,Strongly Disagree,Don't know,Strongly Agree,Agree,Disagree,2,4,1,6,5,3,3,4,5,2,1,6,,2000,Woman,,Hispanic or Latinx,Associate degree,$125K - $150K,6,93065,Democrat,education,,"Employee,Researcher",,,,1
12/24/21 5:42,12/24/21 5:51,100,537,TRUE,12/24/21 5:51,R_2AZkxv1N6gQt6DI,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,weeds,,,,,Very familiar,6,5,2,7,1,3,4,8,Very Positive,Very Positive,Yes,1-5 days,Yes,Yes,Seaweed,,Yes,4-Jan,Yes,Farmed,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,3,2,1,4,6,5,1,2,4,5,3,6,,1983,Man,,White/Caucasian,Master's degree,$125K - $150K,5,93060,Republican,service industry,,Supplier,,,,1
12/24/21 5:52,12/24/21 6:02,100,575,TRUE,12/24/21 6:02,R_3QVJ0DIMWZD3Bo6,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat supportive,,,,,,,,Basic understanding,6,4,3,7,1,8,2,5,Positive,Positive,Yes,1-5 days,Yes,No,"Fish,Shellfish,Seaweed",,Yes,8-Apr,Yes,Wild caught,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,6,5,1,2,3,4,3,2,1,5,4,6,,1986,Man,,White/Caucasian,Master's degree,$100K - $125K,3,93454,Democrat,service industry,,Customer,,,,1
12/24/21 6:53,12/24/21 6:59,100,364,TRUE,12/24/21 6:59,R_1Einy7IovsUIelC,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,unsure,,,Never heard of it,4,2,8,3,1,7,5,6,Very Positive,Positive,No,,No,No,,,Yes,4-Jan,Yes,No preference,Disagree,Agree,Disagree,Disagree,Agree,Don't know,Don't know,Don't know,Neutral,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,3,5,2,4,6,1,4,2,3,1,6,5,,1965,Woman,,"Hispanic or Latinx,White/Caucasian",Associate degree,$25K - $50K,2,93001,Indpendent,other,retail,Employee,,,,1
12/24/21 6:59,12/24/21 7:15,100,951,TRUE,12/24/21 7:15,R_vPjVsLWp1KvnJ6h,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Strongly supportive,Jellyfish,Very familiar,3,8,1,2,5,4,7,6,Very Positive,Positive,Yes,1-5 days,Yes,Yes,"Fish,Shellfish,Seaweed",,Yes,12-Aug,Yes,Farmed,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Don't know,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,5,6,4,3,2,1,2,3,1,5,4,6,,2000,Woman,,Black or African American,Master's degree,$25K - $50K,1,93033,Something else,government,,Government/Regulator,,,,1
