"","response_id","response_type","finished","question","answer"
"7424","R_3Jm8Bt7duRpI7T7","2","TRUE","q8",""
"7425","R_0ctIVMTzdcYmKL7","1","TRUE","q8",""
"7426","R_3EnyT1qd2b8meMN","1","TRUE","q8",""
"7427","R_2AQFKbIKBa7wwAb","1","TRUE","q8",""
"7428","R_21gMWqb91efySQp","1","TRUE","q8",""
"7429","R_32MbMLNQre8oTxp","1","TRUE","q8",""
"7430","R_3fDVdLrkqTwBJ9v","1","TRUE","q8","Neither opposed nor in support"
"7431","R_p3j3MWeZ8qfNvu9","2","TRUE","q8",""
"7432","R_2y8lg8FN5kGcYwo","1","TRUE","q8",""
"7433","R_1QgYo29Cla1p63S","1","TRUE","q8","Neither opposed nor in support"
"7434","R_2zMbQXTrvP34tlE","1","TRUE","q8","Neither opposed nor in support"
"7435","R_2bZu8GhfMrE6lYN","1","TRUE","q8","Strongly supportive"
"7436","R_1PXKRbA7osBt6FQ","1","TRUE","q8",""
"7437","R_1M0bxDSh9HHOPfM","1","TRUE","q8",""
"7438","R_OlngMGgWIonFmAV","1","TRUE","q8","Somewhat opposed"
"7439","R_2uwFULD7e7uggab","1","TRUE","q8",""
"7440","R_pQO2Tssp2GZ1V05","1","TRUE","q8",""
"7441","R_yKqoF7aUqOcBmy5","2","TRUE","q8",""
"7442","R_25ybLmyOKVBgT2q","2","TRUE","q8",""
"7443","R_1Einy7IovsUIelC","1","TRUE","q8",""
"7444","R_1HpFThwrXBNRjU0","1","TRUE","q8",""
"7445","R_XtgNqrxlPvqIPoR","1","TRUE","q8","Somewhat supportive"
"7446","R_1CqhU8GrWTuDtVB","1","TRUE","q8","Neither opposed nor in support"
"7447","R_3EsU8OgWn38XUVT","1","TRUE","q8",""
"7448","R_dmpt4kZZbS4LShP","2","TRUE","q8","Somewhat supportive"
"7449","R_2QSyUpiwZHDwLxR","1","TRUE","q8",""
"7450","R_piUdz2bZc1GXGaR","1","TRUE","q8","Neither opposed nor in support"
"7451","R_3jYH3jDkgBApwvQ","1","TRUE","q8",""
"7452","R_11jsAMSiUnLCK42","1","TRUE","q8",""
"7453","R_2pWtHEan9omf4a2","1","TRUE","q8",""
"7454","R_1o8f00NjsiWu8PU","1","TRUE","q8",""
"7455","R_338UYxFLgUhSu2F","1","TRUE","q8",""
"7456","R_3CC8SuKlSIbRA3Y","1","TRUE","q8",""
"7457","R_1opzMxv32rVSxTa","1","TRUE","q8",""
"7458","R_1OBnu4tkSoFPWM5","1","TRUE","q8",""
"7459","R_3F254uVwVyufOjP","1","TRUE","q8",""
"7460","R_NVaFk4VPoXHhKed","2","TRUE","q8",""
"7461","R_3hFIGtLbOHwZKwE","1","TRUE","q8",""
"7462","R_21iktetZmL8QnsY","1","TRUE","q8",""
"7463","R_3fCWzPddoUzD9SQ","1","TRUE","q8",""
"7464","R_21EWI4mauAH46sy","1","TRUE","q8","Somewhat opposed"
"7465","R_1GH2xKjjoWLbxFm","1","TRUE","q8",""
"7466","R_2w5eckUS0omx83T","1","TRUE","q8",""
"7467","R_10CWd2v52slKqEu","1","TRUE","q8",""
"7468","R_2PgPOVgebtk4tvm","1","TRUE","q8",""
"7469","R_WdhIZ6h1M8KebCx","1","TRUE","q8",""
"7470","R_27xtwseqxWV6IRr","1","TRUE","q8",""
"7471","R_2PiNfzsbzO4On2q","1","TRUE","q8","Somewhat supportive"
"7472","R_1FmNK7peVNCmeSQ","1","TRUE","q8",""
"7473","R_czOvgBP3cHpJgkh","1","TRUE","q8",""
"7474","R_1N9Q2IwRYRHVqJp","1","TRUE","q8",""
"7475","R_3n1NIiz4nlBu3FN","1","TRUE","q8",""
"7476","R_2VOnCu0zGFlDKlT","1","TRUE","q8",""
"7477","R_2asgQTn0RCRO0rH","1","TRUE","q8",""
"7478","R_2tFin1X9063rU09","1","TRUE","q8",""
"7479","R_22M32AKFmUpSwo7","3","TRUE","q8","Somewhat supportive"
"7480","R_ykYlSTOJyi41Vrb","1","TRUE","q8",""
"7481","R_1dgFGUMZVRzWysJ","1","TRUE","q8","Neither opposed nor in support"
"7482","R_Ui7zjsWr1veDjHP","1","TRUE","q8","Neither opposed nor in support"
"7483","R_2v6S5Tu4X65W5BN","2","TRUE","q8",""
"7484","R_3QSEwR7wUJejL1W","1","TRUE","q8",""
"7485","R_3qjKNarNaNHWZXo","1","TRUE","q8",""
"7486","R_3g0hc0iebBcjba4","1","TRUE","q8",""
"7487","R_3kmMvGqJiKaqIui","1","TRUE","q8","Somewhat supportive"
"7488","R_1Ln7kUXDg306Hwd","1","TRUE","q8",""
"7489","R_2fIrQKWccAc1UDg","1","TRUE","q8",""
"7490","R_1q8QPbjNJ5acAnw","1","TRUE","q8",""
"7491","R_115scTkCtnfUm34","2","TRUE","q8","Strongly supportive"
"7492","R_1rPMPunUQ4ZgPAN","1","TRUE","q8",""
"7493","R_1C2Ad5xKkosfmhi","1","TRUE","q8",""
"7494","R_qIqBz9hELGDrJaV","1","TRUE","q8","Strongly supportive"
"7495","R_2SiauCoFV8CEAMr","1","TRUE","q8",""
"7496","R_QnMxrwpwhn3sdiN","1","TRUE","q8",""
"7497","R_OwDjr9EiV1h0HLP","1","TRUE","q8","Neither opposed nor in support"
"7498","R_3jd6nipyGJiMu5G","1","TRUE","q8",""
"7499","R_2ZZSTBJtDVkdT1J","1","TRUE","q8","Neither opposed nor in support"
"7500","R_eM82KOHwnW6iHPr","1","TRUE","q8","Somewhat supportive"
"7501","R_3F2jlBUxzAXJd3o","1","TRUE","q8","Strongly supportive"
"7502","R_1dK3UvzRy13TtBH","1","TRUE","q8","Somewhat supportive"
"7503","R_sAKoUXLd1OZufbH","2","TRUE","q8",""
"7504","R_5hdkNuWLpJnujXX","1","TRUE","q8","Neither opposed nor in support"
"7505","R_1oaKnuHODkXui2o","2","TRUE","q8","Neither opposed nor in support"
"7506","R_3PbOhVsmdC1EKzg","1","TRUE","q8",""
"7507","R_2CfR4sOX0CtVkLg","1","TRUE","q8",""
"7508","R_24pZvacGpb6PwFO","1","TRUE","q8",""
"7509","R_3McbexGeaF9es8O","1","TRUE","q8","Somewhat opposed"
"7510","R_RLAkXjsvFHZdaal","1","TRUE","q8","Neither opposed nor in support"
"7511","R_sUzDScBmmkzeu9b","1","TRUE","q8",""
"7512","R_10GUcIMtGA64UYE","1","TRUE","q8","Neither opposed nor in support"
"7513","R_3Dd7q15hOSZ5ByR","1","TRUE","q8",""
"7514","R_1o6YgVy6WSSnFpK","1","TRUE","q8",""
"7515","R_3RfmIV349BvAyH7","1","TRUE","q8",""
"7516","R_1OVmaYnzOkNXXs1","1","TRUE","q8",""
"7517","R_2TtvnNUHe8vF03Q","1","TRUE","q8","Strongly supportive"
"7518","R_2dfEuZd3JX57nOC","1","TRUE","q8",""
"7519","R_sHePXgNfp5ieWjv","1","TRUE","q8",""
"7520","R_1q8ULxM1Y14O00L","1","TRUE","q8",""
"7521","R_277ilmu9gDs03AQ","1","TRUE","q8","Somewhat supportive"
"7522","R_2v3b7LZwKWBYMso","1","TRUE","q8",""
"7523","R_3kK3agGOyQRCBbj","1","TRUE","q8",""
"7524","R_RQSdcH0zEIJNR1n","1","TRUE","q8",""
"7525","R_1OUA3gO92FvnKJC","1","TRUE","q8",""
"7526","R_2TSiiYVRQKD2QCQ","1","TRUE","q8","Strongly supportive"
"7527","R_1kXpV8jplY9khDU","1","TRUE","q8","Somewhat supportive"
"7528","R_2rI2G94jeMa3sIb","2","TRUE","q8",""
"7529","R_4YNNKdbHm3e72Sd","1","TRUE","q8",""
"7530","R_3JiYZtx3ItWpyOl","1","TRUE","q8",""
"7531","R_UszQvT8LBKyc6eR","1","TRUE","q8",""
"7532","R_3fxVhyJToFVSnEB","1","TRUE","q8",""
"7533","R_1hKfXELMl9TombY","1","TRUE","q8","Somewhat supportive"
"7534","R_806Q2xV2fZWRCfv","1","TRUE","q8",""
"7535","R_3Jf3i9vnxyHM2re","1","TRUE","q8",""
"7536","R_1Gxz9WNyRgS8uXh","2","TRUE","q8",""
"7537","R_3rWpEzMrb7ML1XX","1","TRUE","q8","Neither opposed nor in support"
"7538","R_2tKz3ct96dEBYZM","1","TRUE","q8",""
"7539","R_25swWguxRFXUbi6","1","TRUE","q8",""
"7540","R_123bVeW9mbsK2qk","1","TRUE","q8",""
"7541","R_30uud1YzukQ7jlI","1","TRUE","q8","Neither opposed nor in support"
"7542","R_vPjVsLWp1KvnJ6h","1","TRUE","q8","Strongly supportive"
"7543","R_38kFQbN5Fk31WcV","2","TRUE","q8",""
"7544","R_2CqU6n1Metd3r5T","2","TRUE","q8","Strongly supportive"
"7545","R_5pZ1MBngkJkRWvf","2","TRUE","q8",""
"7546","R_3nfkGS3iQt7x7Dz","2","TRUE","q8",""
"7547","R_2bWt0NMyFyhuVxs","2","TRUE","q8",""
"7548","R_2WA344C4QoGzXB7","1","TRUE","q8","Somewhat opposed"
"7549","R_3HIhDBfTmLyk17r","1","TRUE","q8",""
"7550","R_RE27xdujf5iS5dD","1","TRUE","q8",""
"7551","R_1QLUrwnjszLkHWw","1","TRUE","q8",""
"7552","R_1pF1rBhocWRVDlI","1","TRUE","q8",""
"7553","R_1cSXriB7IGTJ9sR","1","TRUE","q8",""
"7554","R_2334mC1i8P2KFV1","1","TRUE","q8","Somewhat supportive"
"7555","R_1qagEdoesASRYyh","1","TRUE","q8",""
"7556","R_1jHRY5PsG1Ef0kA","1","TRUE","q8",""
"7557","R_psyZJLmnQGTYkKJ","1","TRUE","q8","Neither opposed nor in support"
"7558","R_10vja0toc5L8jpU","1","TRUE","q8",""
"7559","R_29oZC01vhWatKFD","1","TRUE","q8",""
"7560","R_3oFJIGifpBwOhUd","1","TRUE","q8",""
"7561","R_1mQSXuJ23zK0gOU","1","TRUE","q8","Neither opposed nor in support"
"7562","R_1LJLWnzDBZXW49P","1","TRUE","q8",""
"7563","R_3efe7eThPPuLxpY","1","TRUE","q8","Somewhat supportive"
"7564","R_3kHRlir1RyFELdh","1","TRUE","q8",""
"7565","R_BWJaAXjP5V1Ggwh","1","TRUE","q8",""
"7566","R_9Ty3zvbJrg619jr","1","TRUE","q8",""
"7567","R_3inhqWlA1FATou4","1","TRUE","q8",""
"7568","R_3gUu7voHjGeQnLV","1","TRUE","q8",""
"7569","R_XGTMdxf9I4VHjVv","1","TRUE","q8",""
"7570","R_3P4XzdXQtst1JS8","1","TRUE","q8",""
"7571","R_1DCQM7O4k4QR6Mc","1","TRUE","q8",""
"7572","R_511zBWscy20DIvT","1","TRUE","q8",""
"7573","R_2AZkxv1N6gQt6DI","1","TRUE","q8",""
"7574","R_RIAtjDIkNZR4SIx","2","TRUE","q8",""
"7575","R_1rcadj90BQtOp7F","1","TRUE","q8",""
"7576","R_3luHKuh4cjsZOen","1","TRUE","q8","Strongly supportive"
"7577","R_uvVkL69hMHOkC53","1","TRUE","q8","Neither opposed nor in support"
"7578","R_29uWFLuQkfqjoRv","1","TRUE","q8",""
"7579","R_3CNS5ycsbjf83BJ","1","TRUE","q8",""
"7580","R_2ByCTaDO8cuzvKS","1","TRUE","q8",""
"7581","R_4MxY2oJJ9lOjrGN","1","TRUE","q8",""
"7582","R_1QgUxxZamOSg9Oh","1","TRUE","q8",""
"7583","R_3DhkZnMDKvKnoWw","2","TRUE","q8",""
"7584","R_1PckFZO1a9zf7Tw","1","TRUE","q8",""
"7585","R_2PeeJZRsemCdeZu","1","TRUE","q8",""
"7586","R_2SGlSVqFWfktJ7v","1","TRUE","q8",""
"7587","R_WCLxFH8uPRM1nkB","1","TRUE","q8",""
"7588","R_2aQAr4GvGLkqegI","1","TRUE","q8","Neither opposed nor in support"
"7589","R_28YyjZp7UIAo3tg","1","TRUE","q8",""
"7590","R_qwJpQWvt756Ig2l","1","TRUE","q8",""
"7591","R_DLVJ3NIRAwU756x","1","TRUE","q8","Somewhat supportive"
"7592","R_2Y5MouXoQnp4K0V","1","TRUE","q8",""
"7593","R_21sU0Zufg2Jkztc","1","TRUE","q8",""
"7594","R_2Y3RVIQ9iSOnirE","1","TRUE","q8","Somewhat supportive"
"7595","R_30wuYFTQCFleyI1","1","TRUE","q8","Somewhat supportive"
"7596","R_1LG4OXBl2YFSrgn","2","TRUE","q8",""
"7597","R_2S8nLIP2FXgNig1","1","TRUE","q8","Neither opposed nor in support"
"7598","R_3n9msPzXsY2Y2rn","1","TRUE","q8","Strongly supportive"
"7599","R_1IygYXvzgFsD0HY","1","TRUE","q8",""
"7600","R_2SBSMZnfcHjrMzm","1","TRUE","q8",""
"7601","R_1P6It9talIfNJJa","1","TRUE","q8","Strongly supportive"
"7602","R_1etu8X96OsZ6ROr","1","TRUE","q8",""
"7603","R_3inlYx6BWvjW4Yv","2","TRUE","q8",""
"7604","R_2wtcyby4JdkdwTm","1","TRUE","q8",""
"7605","R_VLrghIkzzaIKOm5","1","TRUE","q8",""
"7606","R_1mJnDaUXaulaUba","1","TRUE","q8",""
"7607","R_2B2s82xJzrORWEd","2","TRUE","q8",""
"7608","R_1ez6tXOUEvCQ9N2","1","TRUE","q8",""
"7609","R_Z1SfvmUYwgiuxMt","2","TRUE","q8",""
"7610","R_3EQKMBHYOlK7uYX","1","TRUE","q8","Neither opposed nor in support"
"7611","R_2TC3oM0LW2RnQKt","1","TRUE","q8",""
"7612","R_1CgyWm8R03oLv1Q","2","TRUE","q8","Neither opposed nor in support"
"7613","R_1IXcoGLQgTJNAY1","1","TRUE","q8",""
"7614","R_1KwriGymlWpBpn2","1","TRUE","q8",""
"7615","R_3nJeKaCrbx177yg","1","TRUE","q8",""
"7616","R_3EM7pwVkkhMBKqo","1","TRUE","q8",""
"7617","R_1n9M2EYlpkUerom","1","TRUE","q8",""
"7618","R_3NvQqWx3WXC4aDw","1","TRUE","q8",""
"7619","R_3HuHZaF5MMBmKB6","1","TRUE","q8",""
"7620","R_3j86z9KMQ65yLkz","1","TRUE","q8",""
"7621","R_r2Q6yizZUvFmrTP","1","TRUE","q8",""
"7622","R_3jdgzip5vuqClOW","2","TRUE","q8",""
"7623","R_2RO0AdfsYEhKl41","1","TRUE","q8",""
"7624","R_2E0mOV87ZwLU2qc","1","TRUE","q8",""
"7625","R_27KbyLbisBEydCN","1","TRUE","q8",""
"7626","R_3DnDCdPM26Tozh4","2","TRUE","q8",""
"7627","R_3s18LOiznbfjFiN","1","TRUE","q8",""
"7628","R_27IOemIrJVWfifG","1","TRUE","q8",""
"7629","R_3flPfQZp0jXRGCH","1","TRUE","q8",""
"7630","R_32PEATcnZBkHXBj","1","TRUE","q8","Neither opposed nor in support"
"7631","R_2znMuqCuFEVRiXL","1","TRUE","q8",""
"7632","R_264k58VYvmtGEam","3","TRUE","q8",""
"7633","R_2dLV9JMTqa8yJuM","3","TRUE","q8",""
"7634","R_1eIP6MI1OtvD74b","3","TRUE","q8",""
"7635","R_2B5V647NiuLJSVb","3","TRUE","q8",""
"7636","R_2uVEFNWGmqfEkKl","3","TRUE","q8",""
"7637","R_3n8cxFiBNxKc3TJ","3","TRUE","q8","Somewhat supportive"
"7638","R_1C13r4mGJF3CH8V","3","TRUE","q8",""
"7639","R_29i7Q71xiLLyTK5","3","TRUE","q8","Somewhat supportive"
"7640","R_27rqKx7E2GKpPxd","3","TRUE","q8",""
"7641","R_2CHB6LDaL9NmWEr","3","TRUE","q8",""
"7642","R_2zNFxiFHy4cjUb5","3","TRUE","q8","Somewhat supportive"
"7643","R_2Ygk7agTUSGQoSR","3","TRUE","q8",""
"7644","R_308KoY0n9xSzHEZ","3","TRUE","q8","Strongly supportive"
"7645","R_1JFtUU3lHJcaZaX","3","TRUE","q8",""
"7646","R_sdRRNcRxtal2PER","3","TRUE","q8",""
"7647","R_3KJTUaJzpdj1rAu","1","TRUE","q8",""
"7648","R_2EnStDFYq785j8b","1","TRUE","q8",""
"7649","R_1mFAvfwbq60Cc1k","1","TRUE","q8","Strongly opposed"
"7650","R_1OlAUliSHKC575o","1","TRUE","q8",""
"7651","R_2wAErrwddznt4Hn","1","TRUE","q8",""
"7652","R_voUaBz5L7O2ZAQh","1","TRUE","q8",""
"7653","R_3PT9r5DTOrX9w4a","1","TRUE","q8","Neither opposed nor in support"
"7654","R_27KiRPpvZH4rYMh","2","TRUE","q8",""
"7655","R_3PaHH5eqa9HYp5v","1","TRUE","q8",""
"7656","R_WwHgpjOPcMDBTwd","3","TRUE","q8",""
"7657","R_3EnWJjvmRcJzqIX","3","TRUE","q8",""
"7658","R_2SowjedsD7zZY1z","3","TRUE","q8",""
"7659","R_2uO2MLoCYGQ0cRo","3","TRUE","q8","Strongly supportive"
"7660","R_VUVpPvfDIxq8sdr","3","TRUE","q8",""
"7661","R_2fdHNm03FwZWitW","3","TRUE","q8",""
"7662","R_2qFf7VWNdapzJKk","3","TRUE","q8","Somewhat supportive"
"7663","R_3k6pBFh23L42fXl","3","TRUE","q8",""
"7664","R_REwLsG1SM2tvvCF","1","TRUE","q8",""
"7665","R_1pPWbZy8q4cBMZW","1","TRUE","q8",""
"7666","R_BXjEmPDmi4En5Dz","1","TRUE","q8",""
"7667","R_2zLOC39CsFC8zlG","1","TRUE","q8",""
"7668","R_2tfk46mKe2TYEU5","1","TRUE","q8",""
"7669","R_WwVwlnHnUrsBSsp","3","TRUE","q8",""
"7670","R_3MtgtKp3ahKAtNb","3","TRUE","q8","Strongly supportive"
"7671","R_ptSGQEOJC3AJjvH","3","TRUE","q8","Strongly supportive"
"7672","R_1GgmIF3Ks6Tpy49","1","TRUE","q8","Somewhat supportive"
"7673","R_2Eaxz3FmdDVkWQJ","2","TRUE","q8","Somewhat supportive"
"7674","R_3J3ZNipWwGOP13V","1","TRUE","q8",""
"7675","R_6J1Z76dfFh0eT1D","1","TRUE","q8",""
"7676","R_1KptlVq6xUPNdNN","1","TRUE","q8","Somewhat opposed"
"7677","R_3iRnPJwVtFYsgM9","3","TRUE","q8",""
"7678","R_UH1OBWcLvsOrnxf","3","TRUE","q8",""
"7679","R_87l6woWwkfCynf3","1","TRUE","q8",""
"7680","R_1EjjvgNtj2SU6l6","1","TRUE","q8",""
"7681","R_1LOvn2C4KQJ0h3a","1","TRUE","q8",""
"7682","R_2aJKgaGqjd0lf6r","1","TRUE","q8",""
"7683","R_1jcxfm82P6hozQK","3","TRUE","q8",""
"7684","R_YVwo9A32X697svD","3","TRUE","q8",""
"7685","R_1f96iNas6kgPjYA","1","TRUE","q8",""
"7686","R_0B4wNzNQb3hqXVn","1","TRUE","q8",""
"7687","R_3pnx4FWM6ezfEhq","1","TRUE","q8",""
"7688","R_2VOLMmf57fRJZ3f","1","TRUE","q8",""
"7689","R_2316rJIWXZBLmye","1","TRUE","q8",""
"7690","R_2azqr1HUVRiYDFI","1","TRUE","q8",""
"7691","R_1ojwkK9ZAd2WiIj","1","TRUE","q8",""
"7692","R_tPOYebKTfL39k3v","1","TRUE","q8",""
"7693","R_2eXMcA1KqYFs0ja","1","TRUE","q8",""
"7694","R_2S8hVjNTtlGENI9","3","TRUE","q8",""
"7695","R_XRiXHR9Wjxck1vH","3","TRUE","q8",""
"7696","R_xi8KNxyeHtDBYxr","3","TRUE","q8",""
"7697","R_1EZG1Tmc41Y5Or2","3","TRUE","q8",""
"7698","R_3ZQMgiFawj22gmJ","3","TRUE","q8",""
"7699","R_238JLwskhFve1MJ","3","TRUE","q8",""
"7700","R_2WHjNwzAIiA5t6k","3","TRUE","q8",""
"7701","R_2VPzCjIJtb4Rdb6","3","TRUE","q8","Strongly supportive"
"7702","R_0e4Tc8bcNWqB6EN","3","TRUE","q8",""
"7703","R_7TZUr2e5MGJLDKp","3","TRUE","q8",""
"7704","R_02jQzckE5T5QrJf","3","TRUE","q8","Neither opposed nor in support"
"7705","R_25uXBaeQVspvAOq","3","TRUE","q8",""
"7706","R_31a3zqrr8yldr0D","3","TRUE","q8","Somewhat supportive"
"7707","R_2wMqObZX6sduDSD","3","TRUE","q8",""
"7708","R_24BIMIVABdhhwRk","3","TRUE","q8","Strongly supportive"
"7709","R_3dSQCNU2J4uWOSn","3","TRUE","q8","Somewhat supportive"
"7710","R_1jVvs3G5S2DjCzO","3","TRUE","q8",""
"7711","R_3oEBykMrZfTmGNG","3","TRUE","q8",""
"7712","R_a46ahgFcI9fYP2V","1","TRUE","q8","Somewhat supportive"
"7713","R_5uREd1KQNe5rrt7","1","TRUE","q8",""
"7714","R_2uV3QG7gJoNpgtD","1","TRUE","q8",""
"7715","R_2EyQQfoe0uQ4n8n","1","TRUE","q8","Neither opposed nor in support"
"7716","R_UaM5sCeFPKi0CSB","1","TRUE","q8",""
"7717","R_RJ5ioW7IzbL56BX","1","TRUE","q8",""
"7718","R_1JXgISzRjlKvnV9","2","TRUE","q8",""
"7719","R_1fZMpT6jRC62kaH","1","TRUE","q8",""
"7720","R_1M72hEum5JnHnWf","1","TRUE","q8","Somewhat opposed"
"7721","R_OvsFTwRjIJAdEcN","2","TRUE","q8","Neither opposed nor in support"
"7722","R_1jf9mJsAQ2Lepc6","1","TRUE","q8",""
"7723","R_3DcNMeNUXubMQuJ","1","TRUE","q8",""
"7724","R_1DFQztbJxfVSOTz","1","TRUE","q8","Neither opposed nor in support"
"7725","R_2b2Ep6FDyvkNKtS","1","TRUE","q8",""
"7726","R_bEMwV6CaCjZ06L7","1","TRUE","q8",""
"7727","R_eWCbYpjb1B46doZ","1","TRUE","q8",""
"7728","R_2VrWfjwRSbbrn6J","1","TRUE","q8",""
"7729","R_79uJy9s6ivUKka5","1","TRUE","q8",""
"7730","R_3isZZKZUuLqVILV","1","TRUE","q8","Somewhat supportive"
"7731","R_DIfidxw5DSDfyTv","1","TRUE","q8","Somewhat supportive"
"7732","R_qQ38Td4QCWhzJap","1","TRUE","q8",""
"7733","R_1ffSk4pWEoVYDAa","1","TRUE","q8",""
"7734","R_3QVJ0DIMWZD3Bo6","1","TRUE","q8",""
"7735","R_10q17R4cTMRoXz5","1","TRUE","q8",""
"7736","R_rrnntSHpWBNlvpv","2","TRUE","q8",""
"7737","R_2uq9Rhq8lJu1jYc","1","TRUE","q8",""
"7738","R_3O6VPbIFECT6m54","1","TRUE","q8",""
"7739","R_3CUFvP3BMIV54c9","1","TRUE","q8",""
"7740","R_3ferzSuqKlgBVsK","2","TRUE","q8",""
"7741","R_1Qt2mw8GZOoSTaM","1","TRUE","q8","Somewhat supportive"
"7742","R_1QxTM6x3NfLphMp","2","TRUE","q8","Neither opposed nor in support"
"7743","R_2qykmeucGI41ra6","1","TRUE","q8",""
"7744","R_RwdO31FH3AxsugF","1","TRUE","q8","Strongly supportive"
"7745","R_2AWkDziuz5tnLfB","1","TRUE","q8",""
"7746","R_d57R3yeXsQWRiWB","1","TRUE","q8",""
"7747","R_1jJ7lMkR5f4yULY","1","TRUE","q8",""
"7748","R_XY6yZ3Ux2XNLnfX","1","TRUE","q8",""
"7749","R_2TtLi0SKvfnbXxr","1","TRUE","q8","Neither opposed nor in support"
"7750","R_2ruXo1qqUZeWzgW","1","TRUE","q8",""
"7751","R_3KuQklkCyFAhhOP","1","TRUE","q8",""
"7752","R_YRllqZHNxhbnTgt","2","TRUE","q8",""
"7753","R_ymB30bBy3wcXD4R","1","TRUE","q8",""
"7754","R_UbvK7djUhXBFCRr","1","TRUE","q8",""
"7755","R_pmkK3tyCVx4CwQF","1","TRUE","q8",""
"7756","R_1It7flTyDqsJ3yM","1","TRUE","q8",""
"7757","R_3QJEOCXRf8VWmWd","2","TRUE","q8","Neither opposed nor in support"
"7758","R_2atrZveEIYvaTBQ","1","TRUE","q8",""
"7759","R_1jqWhm8a40JV5KJ","1","TRUE","q8",""
"7760","R_8xmt32KUrONreqR","2","TRUE","q8",""
"7761","R_Of1ava70B4g3B4Z","2","TRUE","q8","Somewhat opposed"
"7762","R_PM79GfZEqMEG1jz","1","TRUE","q8",""
"7763","R_2y2RzTBXVgVZN5M","1","TRUE","q8",""
"7764","R_3MnbFH3rVePrGM2","1","TRUE","q8",""
"7765","R_2YicurlheVuV8C4","1","TRUE","q8",""
"7766","R_Ahq9pR8uwxqJDIl","1","TRUE","q8","Strongly supportive"
"7767","R_2YEtI315jlkxSoa","1","TRUE","q8","Neither opposed nor in support"
"7768","R_3kbnlBS5uTZNewx","2","TRUE","q8",""
"7769","R_2ZC9OIHFMCOKzsw","1","TRUE","q8","Neither opposed nor in support"
"7770","R_1DwM8oH3P6hTMoh","2","TRUE","q8",""
"7771","R_3lxg95wPL5nz612","1","TRUE","q8",""
"7772","R_27qlMRMz6AY5Ptj","1","TRUE","q8",""
"7773","R_xguunjoi0OFcjKh","1","TRUE","q8",""
"7774","R_22RGGmI74vkQMUz","1","TRUE","q8","Somewhat supportive"
"7775","R_2cnELVajxq0oPkt","1","TRUE","q8",""
"7776","R_3jUSwclAVBi9O9Q","1","TRUE","q8","Neither opposed nor in support"
"7777","R_CkUFln8hqOJPAEV","2","TRUE","q8","Somewhat supportive"
"7778","R_eRjRjmXoMwRzrnX","1","TRUE","q8",""
"7779","R_2aeisufxzg4J2KR","1","TRUE","q8",""
"7780","R_2eUwdubvkjddFlD","1","TRUE","q8","Neither opposed nor in support"
"7781","R_2XbWiKqDHlx3sKj","1","TRUE","q9",""
"7782","R_1IoPwSaGsqoOhmF","1","TRUE","q9",""
"7783","R_Drg7Py3JLuWEwp3","1","TRUE","q9","unknown"
"7784","R_yTNgUyebuhl8Rb3","1","TRUE","q9",""
"7785","R_3IYpmsHA4lGyrfo","1","TRUE","q9",""
"7786","R_agUsRLNc8gTKo0h","1","TRUE","q9",""
"7787","R_263y2zNLmdIUFZ6","1","TRUE","q9",""
"7788","R_3RvD8sUKYkFD0kf","1","TRUE","q9",""
"7789","R_33s6MkrqeY9ovjj","1","TRUE","q9",""
"7790","R_1qh27R2zk15v0Tk","1","TRUE","q9","growth"
"7791","R_3htGkIpqzh132Rk","1","TRUE","q9",""
"7792","R_1JPhVtIItpoxeLd","1","TRUE","q9","Natural"
"7793","R_2BxFaWpJjprG5f9","2","TRUE","q9",""
"7794","R_1rCFkeUVa7akm5K","1","TRUE","q9",""
"7795","R_DtP9Tb1t0dvpUTT","1","TRUE","q9",""
"7796","R_pof0de1dhs7Yz8B","1","TRUE","q9","Seaweed"
"7797","R_3kFGYy0GVY42yrZ","1","TRUE","q9",""
"7798","R_DN48EOfFukMaw37","1","TRUE","q9","Environment "
"7799","R_1Yw3drKhGdvFkl3","1","TRUE","q9",""
"7800","R_3hi0foRxoH13Fri","1","TRUE","q9",""
"7801","R_UmyRwKI6jkLDOzT","1","TRUE","q9",""
"7802","R_2wz8WYCq9gIQJ0Q","1","TRUE","q9",""
"7803","R_1f42YQNClNZWj7t","1","TRUE","q9",""
"7804","R_3iyThpa8S8EjlnL","1","TRUE","q9",""
"7805","R_3g1sxSazsRNFsaX","1","TRUE","q9",""
"7806","R_1EjpmhVGjQ1o7DG","1","TRUE","q9",""
"7807","R_2EjekNMH1WbNnVY","2","TRUE","q9",""
"7808","R_3j6RZr9RTkGhBSy","2","TRUE","q9",""
"7809","R_1dyiwtlP2nd2O3v","1","TRUE","q9",""
"7810","R_1M5s6hniBM26XXb","1","TRUE","q9",""
"7811","R_3EyhFN1MLpOqfTJ","2","TRUE","q9",""
"7812","R_Z96uEIn4EgAxaW5","1","TRUE","q9",""
"7813","R_3Jm8Bt7duRpI7T7","2","TRUE","q9",""
"7814","R_0ctIVMTzdcYmKL7","1","TRUE","q9",""
"7815","R_3EnyT1qd2b8meMN","1","TRUE","q9",""
"7816","R_2AQFKbIKBa7wwAb","1","TRUE","q9",""
"7817","R_21gMWqb91efySQp","1","TRUE","q9",""
"7818","R_32MbMLNQre8oTxp","1","TRUE","q9",""
"7819","R_3fDVdLrkqTwBJ9v","1","TRUE","q9","Selfsustaining"
